timestamp,open,high,low,close,volume
2019-12-11 07:00:00,7238.1,7249.2,7235.7,7241.17,702918.62
2019-12-11 08:00:00,7241.17,7257.06,7241.17,7249.8,300017.57
2019-12-11 09:00:00,7249.8,7275.8,7249.8,7269.5,1108285.16
2019-12-11 10:00:00,7269.5,7272.6,7239.0,7245.6,404656.96
2019-12-11 11:00:00,7245.6,7267.78,7245.6,7266.2,420315.9
2019-12-11 12:00:00,7266.2,7294.7,7266.2,7289.81,475482.79
2019-12-11 13:00:00,7289.81,7291.81,7256.6,7271.1,855451.7
2019-12-11 14:00:00,7271.1,7277.8,7259.0,7261.2,406066.83
2019-12-11 15:00:00,7261.2,7262.1,7169.0,7199.2,3205165.23
2019-12-11 16:00:00,7199.2,7240.6,7181.0,7213.5,1344395.99
2019-12-11 17:00:00,7213.5,7226.9,7210.0,7220.0,940926.13
2019-12-11 18:00:00,7220.0,7239.1,7217.2,7217.9,851929.99
2019-12-11 19:00:00,7217.9,7236.7,7216.8,7227.1,362106.16
2019-12-11 20:00:00,7227.1,7228.5,7193.2,7198.0,2651176.65
2019-12-11 21:00:00,7198.0,7223.9,7197.9,7223.9,1428141.82
2019-12-11 22:00:00,7223.9,7223.9,7211.6,7223.5,465830.93
2019-12-11 23:00:00,7223.5,7240.0,7223.46,7230.72,350147.86
2019-12-12 00:00:00,7230.72,7369.02,7150.0,7181.2,8528031.14
2019-12-12 01:00:00,7181.2,7204.0,7132.8,7187.5,4890783.53
2019-12-12 02:00:00,7187.5,7222.6,7177.3,7196.1,3839653.05
2019-12-12 03:00:00,7196.1,7213.0,7191.6,7199.3,733513.54
2019-12-12 04:00:00,7199.3,7205.5,7177.0,7177.0,1625218.19
2019-12-12 05:00:00,7177.0,7189.2,7175.0,7184.5,576328.21
2019-12-12 06:00:00,7184.5,7192.3,7179.8,7192.3,696318.44
2019-12-12 07:00:00,7192.3,7195.5,7172.7,7173.1,716135.99
2019-12-12 08:00:00,7173.1,7173.1,7145.8,7154.84,2114071.78
